vehicle_type,weight,max_load_capacity,passenger_count,cargo_weight,road_condition,weather,region,overloaded
heavy vehicle,5531.27634239231,18805.79112954386,1,9785.019002559273,excellent,clear,urban,Not Overloaded
heavy vehicle,5611.797012248212,15604.153700626859,1,7884.565946331698,excellent,windy,highway,Not Overloaded
2-wheeler,161.69970371437503,248.84206047366933,1,220.48705983096252,very poor,rainy,highway,Overloaded
delivery vehicle,3608.2561553727487,4626.091652373592,1,5216.497674357758,good,snowy,highway,Overloaded
heavy vehicle,5210.571233438436,19063.78027883193,1,9785.80454410577,good,rainy,suburban,Not Overloaded
heavy vehicle,8115.385375434296,9891.691491725498,2,14612.975650694474,very poor,clear,desert,Overloaded
4-wheeler 5-seater,1030.541783981183,436.4105158596629,4,215.9242081372626,very poor,windy,desert,Overloaded
heavy vehicle,8839.670151898466,19453.956011065784,2,10457.230520403858,excellent,clear,highway,Not Overloaded
heavy vehicle,5031.362346940213,16746.60871544521,2,8708.959474257805,excellent,windy,urban,Not Overloaded
delivery vehicle,2939.6426055439515,4860.445643352132,3,5195.30378274812,average,clear,highway,Overloaded
4-wheeler 5-seater,923.9516089834209,586.6073447901435,5,322.18693184394556,good,windy,highway,Overloaded
4-wheeler 5-seater,1452.2005557501627,556.0030335404767,3,423.6231147251805,good,foggy,coastal,Overloaded
heavy vehicle,6387.750615641906,15177.500505322892,2,8597.076217108988,excellent,clear,highway,Not Overloaded
delivery vehicle,3764.25550332111,2061.6906693410297,1,2893.5343511688975,poor,foggy,suburban,Overloaded
heavy vehicle,5678.109054768219,12918.520705559838,1,6936.3124963739,excellent,clear,highway,Not Overloaded
heavy vehicle,8567.901539793122,19487.099605401265,2,10676.76283832165,excellent,clear,highway,Not Overloaded
heavy vehicle,6732.581163858122,17237.855461787098,2,9239.833724680719,good,clear,highway,Not Overloaded
delivery vehicle,2559.4566894678624,4846.822987923149,3,5955.623018822242,excellent,extreme,urban,Overloaded
heavy vehicle,5453.699431647321,16354.441835172482,2,9074.009996144881,excellent,windy,highway,Not Overloaded
4-wheeler 5-seater,1433.9180455926198,658.4566859813186,2,599.4392654946222,poor,snowy,suburban,Overloaded
4-wheeler 7-seater,1567.3696076271867,849.5571474826642,5,586.4986760449918,average,clear,coastal,Overloaded
heavy vehicle,5075.520506146942,18679.182339734925,1,9419.538309658468,average,rainy,suburban,Not Overloaded
heavy vehicle,5900.178434062822,17417.663063269592,2,9240.995813237185,excellent,windy,suburban,Not Overloaded
delivery vehicle,2916.0177991294677,4136.180838092683,1,5798.5682046358825,average,foggy,rural,Overloaded
heavy vehicle,6189.616144639254,19719.051752914864,2,10052.924596594294,excellent,clear,coastal,Not Overloaded
4-wheeler 5-seater,1320.4281485771712,537.4795845856336,4,288.617036037858,poor,windy,highway,Overloaded
4-wheeler 7-seater,2348.63600244252,865.2799752208906,6,620.5629299113842,poor,rainy,mountainous,Overloaded
4-wheeler 7-seater,1758.5002490412735,890.1670775350644,1,992.9551510188779,average,foggy,desert,Overloaded
heavy vehicle,6989.2612790707535,19184.404451005368,1,10122.766741122006,excellent,clear,suburban,Not Overloaded
2-wheeler,157.9340576993647,225.96024162184165,1,204.98328477905136,excellent,extreme,highway,Overloaded
heavy vehicle,6242.9086174522245,18859.16602936369,1,9560.999294303205,excellent,clear,urban,Not Overloaded
heavy vehicle,5430.4826564730865,16636.046000561302,1,9356.573550386634,good,clear,suburban,Not Overloaded
heavy vehicle,8542.97440077467,18873.969283720966,1,22810.293546465815,poor,rainy,coastal,Overloaded
2-wheeler,159.87473190849488,199.6007824487335,2,83.55872912408688,very poor,rainy,mountainous,Overloaded
heavy vehicle,9192.643785654653,14436.596151135167,1,21399.055532895218,excellent,windy,rural,Overloaded
2-wheeler,190.75721559381157,216.67493368203816,1,197.76374587528937,excellent,windy,mountainous,Overloaded
4-wheeler 7-seater,1815.7260006918862,930.4367839088081,6,607.7781930437284,average,extreme,coastal,Overloaded
heavy vehicle,7527.657178636688,19096.744135608347,1,9791.934865847015,excellent,clear,urban,Not Overloaded
delivery vehicle,3161.2511911950805,3043.428942897936,1,4245.105762248408,average,rainy,rural,Overloaded
heavy vehicle,5303.775587863794,15099.381888734944,2,8307.734922940941,good,clear,suburban,Not Overloaded
4-wheeler 7-seater,1548.4763884560248,993.3958821424061,7,750.1441930764388,poor,extreme,desert,Overloaded
heavy vehicle,5324.237015923554,18854.951688626203,1,9673.23734133694,good,clear,highway,Not Overloaded
heavy vehicle,5608.894887238217,18128.618250941938,1,10455.182414802992,excellent,clear,urban,Not Overloaded
heavy vehicle,8541.796958064351,12817.737749161388,2,18914.493395846584,poor,clear,suburban,Overloaded
heavy vehicle,7378.83729675066,18183.938044469363,1,22191.38916850277,good,clear,coastal,Overloaded
heavy vehicle,5411.828103657469,17970.517540557386,2,10484.189090534406,excellent,clear,coastal,Not Overloaded
heavy vehicle,8439.449835698237,13500.310384614375,2,17142.120868978247,good,extreme,urban,Overloaded
heavy vehicle,6519.0658391369725,18020.074837470675,1,9686.911271630439,good,clear,urban,Not Overloaded
heavy vehicle,6414.808462189373,18317.387328616154,2,10727.619176954324,excellent,clear,highway,Not Overloaded
heavy vehicle,5043.521544227672,18863.483680734873,1,9838.85246303289,good,foggy,highway,Not Overloaded
4-wheeler 5-seater,856.372992500659,603.3334912614989,4,435.8857812117228,good,clear,desert,Overloaded
heavy vehicle,5777.006292513442,17506.856537539723,2,9528.630970538468,good,clear,urban,Not Overloaded
heavy vehicle,5513.5986716175,18258.948544772073,1,10843.801082389644,good,clear,suburban,Not Overloaded
delivery vehicle,3969.6477095584637,3559.416322343885,3,4890.620332667117,good,rainy,coastal,Overloaded
heavy vehicle,5172.738940632767,19070.676263760695,2,27899.203585219235,poor,clear,urban,Overloaded
heavy vehicle,5792.565789690679,19322.734923843,2,10210.552312442263,excellent,windy,urban,Not Overloaded
delivery vehicle,3677.446377526685,2449.34714345964,2,3289.3063939011768,poor,clear,suburban,Overloaded
heavy vehicle,6665.9769818835075,19834.933273877366,2,10803.209342582899,excellent,clear,rural,Not Overloaded
4-wheeler 7-seater,2162.4464538021493,944.8828086531437,4,850.8517559541963,average,extreme,suburban,Overloaded
delivery vehicle,2725.9162586925536,3367.7120795950013,3,4515.253757093837,very poor,windy,rural,Overloaded
heavy vehicle,5257.947118839615,18348.81972698203,1,9239.99433387647,excellent,foggy,suburban,Not Overloaded
4-wheeler 7-seater,2167.9869117449994,690.5994520605669,3,635.1207003636995,very poor,windy,desert,Overloaded
heavy vehicle,5885.761122844008,17285.309132783466,1,9145.387684432693,excellent,windy,suburban,Not Overloaded
delivery vehicle,3224.0562096102913,4635.821203961084,2,6000.91379393787,very poor,windy,mountainous,Overloaded
4-wheeler 7-seater,1848.742266294656,948.0220266244937,4,903.5713216848179,very poor,windy,desert,Overloaded
4-wheeler 7-seater,2482.5446547823194,636.2148793015635,4,406.70481431754985,excellent,rainy,suburban,Overloaded
4-wheeler 5-seater,1283.6625735191415,445.14336990494047,3,299.88897107729036,excellent,clear,rural,Overloaded
heavy vehicle,5220.6386315159925,18223.9177199764,1,9746.594715290177,good,rainy,highway,Not Overloaded
heavy vehicle,6416.225396289963,15881.07966654051,1,8685.527153654099,excellent,clear,suburban,Not Overloaded
2-wheeler,152.84306668683297,164.70642027107857,2,33.54242734710471,excellent,extreme,suburban,Overloaded
4-wheeler 5-seater,1140.4287776749186,600.0215154282369,4,460.82183412820604,very poor,windy,highway,Overloaded
heavy vehicle,6545.251841761375,16935.485242168703,1,25206.922338586104,good,foggy,highway,Overloaded
delivery vehicle,4158.4497429493495,4002.337825321306,3,4518.569992018234,very poor,extreme,coastal,Overloaded
heavy vehicle,11764.871973965619,12814.382987987436,2,15849.340490634104,very poor,foggy,rural,Overloaded
heavy vehicle,6020.626327056316,19977.637464223597,2,13146.211689790696,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1214.376209859048,418.3814203108874,2,371.57977916085326,good,foggy,rural,Overloaded
heavy vehicle,5976.896527496446,18248.18858000685,1,9634.019263935414,good,clear,highway,Not Overloaded
heavy vehicle,5412.656976385641,19877.00666933463,2,10992.721565392805,average,clear,coastal,Not Overloaded
heavy vehicle,6061.118048159419,19972.448126009996,2,11634.520467702774,excellent,clear,highway,Not Overloaded
delivery vehicle,3561.0794186423423,2348.1589320212024,3,3194.408753567067,very poor,rainy,mountainous,Overloaded
delivery vehicle,2988.6073559812417,4484.695751894017,2,5974.654065138303,very poor,snowy,mountainous,Overloaded
4-wheeler 7-seater,2336.5669803554574,961.3181297386686,4,801.3247850404708,good,windy,mountainous,Overloaded
4-wheeler 5-seater,1443.6432058490386,493.9450287910312,1,623.1195814764176,very poor,rainy,highway,Overloaded
heavy vehicle,5061.771341998208,19493.36451123071,1,11593.864734837134,excellent,clear,urban,Not Overloaded
heavy vehicle,6243.4184781113745,15123.29208002904,1,7619.4397190905165,excellent,clear,urban,Not Overloaded
heavy vehicle,5752.173947828122,17130.86039178086,1,9605.435234532328,average,clear,highway,Not Overloaded
delivery vehicle,3411.1402031510615,3233.498423179847,2,3934.0078771291714,very poor,extreme,rural,Overloaded
heavy vehicle,5052.292987330964,19816.987243453015,1,11678.835691855189,excellent,rainy,highway,Not Overloaded
heavy vehicle,5826.702232780735,18648.62429185604,2,23795.50843724856,poor,windy,mountainous,Overloaded
heavy vehicle,6755.548669670614,19544.837903813343,2,9843.193518740967,average,clear,highway,Not Overloaded
heavy vehicle,6034.999898817964,19536.771263331582,1,10705.999246282954,good,windy,highway,Not Overloaded
4-wheeler 7-seater,2342.1874976581294,666.0773417994909,7,233.51415024339488,poor,rainy,urban,Overloaded
heavy vehicle,5064.311675877534,19187.32478566037,1,9843.171238861998,average,clear,urban,Not Overloaded
heavy vehicle,5355.719502789717,17346.148433341714,2,8702.366313638571,average,clear,highway,Not Overloaded
heavy vehicle,5620.4832638099,19665.965318286108,1,12162.42221078473,excellent,clear,highway,Not Overloaded
heavy vehicle,5828.646862142645,19080.082693766355,1,12137.739302344087,good,clear,highway,Not Overloaded
4-wheeler 7-seater,2312.165425021032,604.316617824477,2,576.8690260699062,poor,windy,desert,Overloaded
2-wheeler,142.6648555246454,233.67014377905502,1,229.90411443011763,poor,clear,highway,Overloaded
2-wheeler,124.31802953755538,181.1150664155473,2,46.4100273173117,average,clear,highway,Overloaded
2-wheeler,186.31693082468092,214.2456967501637,1,164.7414228396836,excellent,windy,rural,Overloaded
heavy vehicle,5139.97071270447,17835.68809063086,1,10775.245829775575,good,clear,highway,Not Overloaded
2-wheeler,161.17283056778467,170.92999780432808,1,130.6818883615508,poor,snowy,suburban,Overloaded
heavy vehicle,6577.930277416965,19599.168627101033,2,9733.38101445478,excellent,clear,rural,Not Overloaded
heavy vehicle,5208.059698199299,19732.283704771668,2,10813.479112317737,excellent,windy,highway,Not Overloaded
delivery vehicle,3486.2327771286573,4606.552179028289,1,5269.392809518693,very poor,foggy,mountainous,Overloaded
heavy vehicle,5001.604753488736,18984.74536445948,1,9523.627145499666,average,rainy,suburban,Not Overloaded
4-wheeler 5-seater,1014.4847808031212,571.3063440731637,1,743.6709019868211,average,extreme,desert,Overloaded
delivery vehicle,3136.7278915664374,4235.74117596117,2,4838.970179043242,good,snowy,coastal,Overloaded
heavy vehicle,7707.591685956493,18538.561363118883,2,9528.835317903991,excellent,clear,highway,Not Overloaded
heavy vehicle,5789.174289361911,17643.748747368736,2,9907.075868118945,excellent,clear,coastal,Not Overloaded
heavy vehicle,5412.067341783475,17417.121808370845,2,8874.533508220336,good,clear,coastal,Not Overloaded
4-wheeler 7-seater,1616.986791110119,860.5558814565911,2,975.9676643085008,very poor,snowy,mountainous,Overloaded
2-wheeler,169.47636034653044,168.21460288313753,2,39.57064456470029,average,extreme,mountainous,Overloaded
heavy vehicle,8062.397945773995,10545.722556975608,1,13427.727963863093,average,clear,urban,Overloaded
heavy vehicle,5997.397951753568,18074.791527914735,2,9628.925406072278,excellent,clear,rural,Not Overloaded
heavy vehicle,5318.689092894019,18591.6971878596,1,24378.560432526774,poor,extreme,desert,Overloaded
4-wheeler 7-seater,1932.6901630250272,756.6834653903837,1,855.9577858441654,poor,rainy,desert,Overloaded
4-wheeler 5-seater,1134.9637440204303,571.8285888325103,5,268.00030721946774,average,clear,rural,Overloaded
heavy vehicle,6377.576232165202,19990.637454433625,2,11211.80974793391,good,clear,suburban,Not Overloaded
heavy vehicle,6008.374349597087,18536.00247448122,2,9276.742783388047,excellent,clear,highway,Not Overloaded
heavy vehicle,5154.706146194053,14951.588774884505,1,8031.789863433248,good,clear,suburban,Not Overloaded
4-wheeler 5-seater,1373.4027651684028,545.3983575026158,1,621.8644874391339,excellent,foggy,urban,Overloaded
heavy vehicle,5662.997446111617,17904.21871040992,2,9505.865566404971,average,clear,urban,Not Overloaded
heavy vehicle,10293.586291946784,13440.84607327327,1,17128.167601532485,good,rainy,coastal,Overloaded
2-wheeler,193.1351601332898,226.6712049924584,2,112.65390719161779,good,foggy,urban,Overloaded
4-wheeler 5-seater,955.5780700929333,665.6369731589409,1,764.0284377164885,good,clear,suburban,Overloaded
heavy vehicle,5096.930245376352,19693.772630184976,2,26377.86814529401,excellent,snowy,mountainous,Overloaded
delivery vehicle,3278.4586484197716,3121.6718455360256,1,3983.131408482251,poor,clear,rural,Overloaded
heavy vehicle,6781.899319600524,14728.813564108796,1,21502.651195902577,average,extreme,highway,Overloaded
2-wheeler,112.576935827898,219.86324142133526,1,173.97109814286165,excellent,rainy,highway,Overloaded
delivery vehicle,2601.1950111889723,4997.931473721548,2,5990.05862976623,poor,extreme,desert,Overloaded
2-wheeler,196.57565400440265,192.98986360499595,2,75.08167415341737,very poor,rainy,desert,Overloaded
heavy vehicle,5483.501390758192,18163.740226007765,1,9410.443378207103,average,windy,highway,Not Overloaded
4-wheeler 7-seater,2428.6504640698727,872.285458906211,3,830.6234749215271,excellent,snowy,rural,Overloaded
2-wheeler,165.7405261216835,159.0872717759835,2,24.65729866572233,excellent,foggy,desert,Overloaded
4-wheeler 7-seater,2286.0253582564415,659.1872248228601,2,702.3871940040899,excellent,foggy,highway,Overloaded
heavy vehicle,5286.170468300021,17459.843438745644,2,8780.706547175943,excellent,windy,urban,Not Overloaded
4-wheeler 5-seater,869.166282636142,683.258623755908,5,450.2012243190084,average,extreme,suburban,Overloaded
delivery vehicle,4846.804163790783,2659.3660011699963,2,3122.845494410145,excellent,rainy,coastal,Overloaded
4-wheeler 7-seater,1732.4048703612707,904.4156304160784,7,607.952230102212,very poor,snowy,coastal,Overloaded
2-wheeler,155.96098825329045,153.12390471682363,2,18.06915182358895,good,foggy,rural,Overloaded
heavy vehicle,5450.7307080698465,19987.68780574911,1,10196.813035735704,average,clear,desert,Not Overloaded
heavy vehicle,6493.350311522035,18874.13695586432,1,10854.565168807452,excellent,clear,highway,Not Overloaded
heavy vehicle,5232.205167558632,16780.284167448015,2,9194.229974914198,excellent,clear,coastal,Not Overloaded
4-wheeler 7-seater,2458.974325859392,636.2780711926226,2,712.9424484495814,very poor,clear,urban,Overloaded
heavy vehicle,5970.856034701377,17701.275930259995,1,9496.436075215603,average,clear,highway,Not Overloaded
heavy vehicle,11143.282027999336,13528.196439508874,1,16813.732726636645,average,extreme,desert,Overloaded
heavy vehicle,5021.349535439175,19633.10122345093,1,11225.624272568806,average,windy,highway,Not Overloaded
heavy vehicle,5534.832720744879,14409.368816127077,1,7771.370010063392,excellent,clear,urban,Not Overloaded
heavy vehicle,6690.856360843311,16185.912746091872,2,8169.186944833924,good,clear,highway,Not Overloaded
